Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Watt-hr,Current(A),Voltage(V),DPt Time,Temp 1,EV Temp
896,11,"5,747,384.47",  0d 00:11:35.05,289.5816,"1,068.06","1,499.9619",3.8174,1,29.82,0.0
896,11,"5,747,389.47",  0d 00:11:40.05,291.6648,"1,076.01","1,499.8093",3.8190,1,29.89,0.0
896,11,"5,747,394.47",  0d 00:11:45.05,293.7481,"1,083.97","1,499.9619",3.8202,1,29.82,0.0
896,11,"5,747,399.47",  0d 00:11:50.05,295.8313,"1,091.93","1,499.9619",3.8217,1,29.74,0.0
896,11,"5,747,404.47",  0d 00:11:55.05,297.9145,"1,099.89","1,499.9619",3.8229,1,29.79,0.0
896,11,"5,747,409.47",  0d 00:12:00.05,299.9978,"1,107.85","1,499.9619",3.8240,1,29.87,0.0
896,11,"5,747,414.47",  0d 00:12:05.05,302.0810,"1,115.82","1,499.8093",3.8258,1,29.87,0.0
896,11,"5,747,419.47",  0d 00:12:10.05,304.1643,"1,123.79","1,499.8093",3.8272,1,29.75,0.0
896,11,"5,747,424.47",  0d 00:12:15.05,306.2475,"1,131.77","1,499.8093",3.8283,1,29.75,0.0
896,11,"5,747,429.47",  0d 00:12:20.05,308.3307,"1,139.74","1,499.8093",3.8295,1,29.85,0.0
896,11,"5,747,434.47",  0d 00:12:25.05,310.4140,"1,147.72","1,499.8856",3.8310,1,29.90,0.0
896,11,"5,747,439.47",  0d 00:12:30.05,312.4972,"1,155.71","1,499.8856",3.8324,1,29.80,0.0
896,11,"5,747,444.47",  0d 00:12:35.05,314.5805,"1,163.69","1,499.9619",3.8339,1,29.75,0.0
896,11,"5,747,449.47",  0d 00:12:40.05,316.6637,"1,171.68","1,499.9619",3.8351,1,29.84,0.0
896,11,"5,747,454.47",  0d 00:12:45.05,318.7470,"1,179.67","1,500.0381",3.8362,1,29.90,0.0
896,11,"5,747,459.47",  0d 00:12:50.05,320.8302,"1,187.66","1,499.8093",3.8376,1,29.84,0.0
896,11,"5,747,464.47",  0d 00:12:55.05,322.9134,"1,195.66","1,499.8093",3.8385,1,29.75,0.0
896,11,"5,747,469.47",  0d 00:13:00.05,324.9967,"1,203.66","1,499.9619",3.8399,1,29.82,0.0
896,11,"5,747,474.47",  0d 00:13:05.05,327.0799,"1,211.66","1,500.0381",3.8409,1,29.94,0.0
896,11,"5,747,479.47",  0d 00:13:10.05,329.1632,"1,219.66","1,499.8093",3.8421,1,29.92,0.0
896,11,"5,747,484.47",  0d 00:13:15.05,331.2464,"1,227.67","1,499.8093",3.8434,1,29.79,0.0
896,11,"5,747,489.47",  0d 00:13:20.05,333.3296,"1,235.67","1,499.7330",3.8446,1,29.79,0.0
896,11,"5,747,494.47",  0d 00:13:25.05,335.4129,"1,243.68","1,500.0381",3.8453,1,29.89,0.0
896,11,"5,747,499.47",  0d 00:13:30.05,337.4961,"1,251.70","1,499.7330",3.8467,1,29.92,0.0
896,11,"5,747,504.47",  0d 00:13:35.05,339.5794,"1,259.71","1,499.8856",3.8476,1,29.80,0.0
896,11,"5,747,509.47",  0d 00:13:40.05,341.6626,"1,267.73","1,500.1907",3.8487,1,29.75,0.0
896,11,"5,747,514.47",  0d 00:13:45.05,343.7458,"1,275.75","1,499.9619",3.8496,1,29.87,0.0
896,11,"5,747,519.47",  0d 00:13:50.05,345.8291,"1,283.77","1,499.9619",3.8507,1,29.97,0.0
896,11,"5,747,524.47",  0d 00:13:55.05,347.9123,"1,291.79","1,499.8093",3.8518,1,29.89,0.0
896,11,"5,747,529.47",  0d 00:14:00.05,349.9956,"1,299.82","1,500.1144",3.8527,1,29.77,0.0
896,11,"5,747,534.47",  0d 00:14:05.05,352.0788,"1,307.84","1,499.9619",3.8537,1,29.80,0.0
896,11,"5,747,539.47",  0d 00:14:10.05,354.1620,"1,315.87","1,499.8856",3.8547,1,29.92,0.0
896,11,"5,747,544.47",  0d 00:14:15.05,356.2453,"1,323.90","1,499.7330",3.8557,1,29.92,0.0
896,11,"5,747,549.47",  0d 00:14:20.05,358.3285,"1,331.94","1,499.8856",3.8566,1,29.80,0.0
896,11,"5,747,554.47",  0d 00:14:25.05,360.4118,"1,339.97","1,499.9619",3.8574,1,29.80,0.0
896,11,"5,747,559.47",  0d 00:14:30.05,362.4950,"1,348.01","1,499.7330",3.8582,1,29.92,0.0
896,11,"5,747,564.47",  0d 00:14:35.05,364.5782,"1,356.05","1,499.8856",3.8591,1,29.94,0.0
896,11,"5,747,569.47",  0d 00:14:40.05,366.6615,"1,364.09","1,499.8856",3.8600,1,29.82,0.0
896,11,"5,747,574.47",  0d 00:14:45.05,368.7447,"1,372.13","1,499.9619",3.8609,1,29.77,0.0
896,11,"5,747,579.47",  0d 00:14:50.05,370.8280,"1,380.17","1,500.0381",3.8617,1,29.87,0.0
896,11,"5,747,584.47",  0d 00:14:55.05,372.9112,"1,388.22","1,499.8856",3.8624,1,29.94,0.0
896,11,"5,747,589.47",  0d 00:15:00.05,374.9944,"1,396.27","1,499.8856",3.8631,1,29.89,0.0
896,11,"5,747,594.47",  0d 00:15:05.05,377.0777,"1,404.32","1,499.8093",3.8638,1,29.80,0.0
896,11,"5,747,599.47",  0d 00:15:10.05,379.1609,"1,412.37","1,499.7330",3.8644,1,29.87,0.0
896,11,"5,747,604.47",  0d 00:15:15.05,381.2442,"1,420.42","1,500.1144",3.8655,1,29.95,0.0
896,11,"5,747,609.47",  0d 00:15:20.05,383.3274,"1,428.47","1,499.9619",3.8659,1,29.92,0.0
896,11,"5,747,614.47",  0d 00:15:25.05,385.4106,"1,436.53","1,499.9619",3.8667,1,29.82,0.0
896,11,"5,747,619.47",  0d 00:15:30.05,387.4939,"1,444.58","1,499.9619",3.8678,1,29.82,0.0
896,11,"5,747,624.47",  0d 00:15:35.05,389.5771,"1,452.64","1,499.9619",3.8682,1,29.94,0.0
896,11,"5,747,629.47",  0d 00:15:40.05,391.6604,"1,460.70","1,499.8093",3.8688,1,29.95,0.0
896,11,"5,747,634.47",  0d 00:15:45.05,393.7436,"1,468.76","1,499.8093",3.8696,1,29.85,0.0
896,11,"5,747,639.47",  0d 00:15:50.05,395.8268,"1,476.82","1,500.1144",3.8704,1,29.80,0.0
896,11,"5,747,644.47",  0d 00:15:55.05,397.9101,"1,484.89","1,500.1907",3.8713,1,29.90,0.0
896,11,"5,747,649.47",  0d 00:16:00.05,399.9933,"1,492.95","1,499.8093",3.8717,1,29.95,0.0
896,11,"5,747,654.47",  0d 00:16:05.05,402.0766,"1,501.02","1,499.8856",3.8722,1,29.89,0.0
896,11,"5,747,659.47",  0d 00:16:10.05,404.1598,"1,509.09","1,499.8856",3.8728,1,29.80,0.0
896,11,"5,747,664.47",  0d 00:16:15.05,406.2430,"1,517.15","1,499.9619",3.8737,1,29.89,0.0
896,11,"5,747,669.47",  0d 00:16:20.05,408.3263,"1,525.23","1,500.1144",3.8745,1,29.97,0.0
896,11,"5,747,674.47",  0d 00:16:25.05,410.4095,"1,533.30","1,499.9619",3.8750,1,29.94,0.0
896,11,"5,747,679.47",  0d 00:16:30.05,412.4928,"1,541.37","1,500.1144",3.8757,1,29.84,0.0
896,11,"5,747,684.47",  0d 00:16:35.05,414.5760,"1,549.45","1,499.8856",3.8763,1,29.87,0.0
896,11,"5,747,689.47",  0d 00:16:40.05,416.6593,"1,557.52","1,499.9619",3.8768,1,29.99,0.0
896,11,"5,747,694.47",  0d 00:16:45.05,418.7425,"1,565.60","1,499.8856",3.8775,1,29.99,0.0
896,11,"5,747,699.47",  0d 00:16:50.05,420.8257,"1,573.68","1,499.8856",3.8786,1,29.85,0.0
896,11,"5,747,704.47",  0d 00:16:55.05,422.9090,"1,581.76","1,499.9619",3.8791,1,29.80,0.0
896,11,"5,747,709.47",  0d 00:17:00.05,424.9922,"1,589.84","1,499.9619",3.8797,1,29.89,0.0
896,11,"5,747,714.47",  0d 00:17:05.05,427.0755,"1,597.92","1,499.9619",3.8806,1,29.95,0.0
896,11,"5,747,719.47",  0d 00:17:10.05,429.1587,"1,606.01","1,499.8093",3.8812,1,29.89,0.0
896,11,"5,747,724.47",  0d 00:17:15.05,431.2419,"1,614.09","1,499.9619",3.8817,1,29.79,0.0
896,11,"5,747,729.47",  0d 00:17:20.05,433.3252,"1,622.18","1,499.9619",3.8824,1,29.87,0.0
896,11,"5,747,734.47",  0d 00:17:25.05,435.4084,"1,630.27","1,499.9619",3.8832,1,29.95,0.0
896,11,"5,747,739.47",  0d 00:17:30.05,437.4917,"1,638.36","1,499.9619",3.8838,1,29.92,0.0
896,11,"5,747,744.47",  0d 00:17:35.05,439.5749,"1,646.45","1,499.8856",3.8846,1,29.80,0.0
896,11,"5,747,749.47",  0d 00:17:40.05,441.6581,"1,654.55","1,499.9619",3.8852,1,29.82,0.0
896,11,"5,747,754.47",  0d 00:17:45.05,443.7414,"1,662.64","1,500.0381",3.8861,1,29.95,0.0
896,11,"5,747,759.47",  0d 00:17:50.05,445.8246,"1,670.74","1,499.9619",3.8867,1,29.94,0.0
896,11,"5,747,764.47",  0d 00:17:55.05,447.9079,"1,678.83","1,500.1144",3.8876,1,29.82,0.0
896,11,"5,747,769.47",  0d 00:18:00.05,449.9911,"1,686.93","1,499.9619",3.8882,1,29.80,0.0
896,11,"5,747,774.47",  0d 00:18:05.05,452.0743,"1,695.03","1,499.9619",3.8891,1,29.89,0.0
896,11,"5,747,779.47",  0d 00:18:10.05,454.1576,"1,703.14","1,500.0381",3.8894,1,29.92,0.0
896,11,"5,747,784.47",  0d 00:18:15.05,456.2408,"1,711.24","1,500.0381",3.8907,1,29.84,0.0
896,11,"5,747,789.47",  0d 00:18:20.05,458.3241,"1,719.35","1,500.0381",3.8911,1,29.77,0.0
896,11,"5,747,794.47",  0d 00:18:25.05,460.4073,"1,727.45","1,499.8856",3.8919,1,29.84,0.0
896,11,"5,747,799.47",  0d 00:18:30.05,462.4906,"1,735.56","1,499.8856",3.8927,1,29.92,0.0
896,11,"5,747,804.47",  0d 00:18:35.05,464.5738,"1,743.67","1,499.9619",3.8934,1,29.87,0.0
896,11,"5,747,809.47",  0d 00:18:40.05,466.6570,"1,751.78","1,499.8856",3.8942,1,29.77,0.0
896,11,"5,747,814.47",  0d 00:18:45.05,468.7403,"1,759.90","1,499.9619",3.8948,1,29.82,0.0
896,11,"5,747,819.47",  0d 00:18:50.05,470.8235,"1,768.01","1,499.9619",3.8956,1,29.92,0.0
896,11,"5,747,824.47",  0d 00:18:55.05,472.9068,"1,776.13","1,499.7330",3.8965,1,29.90,0.0
896,11,"5,747,829.47",  0d 00:19:00.05,474.9900,"1,784.24","1,500.0381",3.8969,1,29.80,0.0
896,11,"5,747,834.47",  0d 00:19:05.05,477.0732,"1,792.36","1,499.8093",3.8978,1,29.79,0.0
896,11,"5,747,839.47",  0d 00:19:10.05,479.1565,"1,800.48","1,499.8093",3.8985,1,29.89,0.0
896,11,"5,747,844.47",  0d 00:19:15.05,481.2397,"1,808.61","1,500.1144",3.8994,1,29.94,0.0
896,11,"5,747,849.47",  0d 00:19:20.05,483.3230,"1,816.73","1,499.9619",3.9000,1,29.84,0.0
896,11,"5,747,854.47",  0d 00:19:25.05,485.4062,"1,824.86","1,500.0381",3.9006,1,29.77,0.0
896,11,"5,747,859.47",  0d 00:19:30.05,487.4894,"1,832.98","1,499.9619",3.9018,1,29.85,0.0
896,11,"5,747,864.47",  0d 00:19:35.05,489.5727,"1,841.11","1,499.9619",3.9021,1,29.92,0.0
896,11,"5,747,869.47",  0d 00:19:40.05,491.6559,"1,849.24","1,499.9619",3.9030,1,29.89,0.0
896,11,"5,747,874.47",  0d 00:19:45.05,493.7392,"1,857.37","1,499.9619",3.9038,1,29.79,0.0
896,11,"5,747,879.47",  0d 00:19:50.05,495.8224,"1,865.51","1,499.8093",3.9046,1,29.82,0.0
896,11,"5,747,884.47",  0d 00:19:55.05,497.9056,"1,873.64","1,499.8856",3.9053,1,29.92,0.0
896,11,"5,747,889.47",  0d 00:20:00.05,499.9889,"1,881.78","1,499.8856",3.9061,1,29.92,0.0
896,11,"5,747,894.47",  0d 00:20:05.05,502.0721,"1,889.92","1,500.0381",3.9070,1,29.80,0.0
896,11,"5,747,899.47",  0d 00:20:10.05,504.1554,"1,898.06","1,499.8856",3.9076,1,29.82,0.0
896,11,"5,747,904.47",  0d 00:20:15.05,506.2386,"1,906.20","1,500.0381",3.9084,1,29.95,0.0
896,11,"5,747,909.47",  0d 00:20:20.05,508.3218,"1,914.34","1,499.8856",3.9090,1,29.97,0.0
896,11,"5,747,914.47",  0d 00:20:25.05,510.4051,"1,922.49","1,500.0381",3.9102,1,29.87,0.0
896,11,"5,747,919.47",  0d 00:20:30.05,512.4883,"1,930.63","1,500.0381",3.9110,1,29.79,0.0
896,11,"5,747,924.47",  0d 00:20:35.05,514.5716,"1,938.78","1,499.8856",3.9117,1,29.87,0.0
896,11,"5,747,929.47",  0d 00:20:40.05,516.6548,"1,946.93","1,500.1144",3.9125,1,29.97,0.0
896,11,"5,747,934.47",  0d 00:20:45.05,518.7380,"1,955.08","1,499.9619",3.9134,1,29.90,0.0
896,11,"5,747,939.47",  0d 00:20:50.05,520.8213,"1,963.23","1,499.8856",3.9142,1,29.80,0.0
896,11,"5,747,944.47",  0d 00:20:55.05,522.9045,"1,971.39","1,499.8856",3.9148,1,29.85,0.0
896,11,"5,747,949.47",  0d 00:21:00.05,524.9878,"1,979.55","1,499.8856",3.9157,1,29.97,0.0
896,11,"5,747,954.47",  0d 00:21:05.05,527.0710,"1,987.70","1,500.1144",3.9163,1,29.97,0.0
896,11,"5,747,959.47",  0d 00:21:10.05,529.1542,"1,995.86","1,499.8856",3.9174,1,29.87,0.0
896,11,"5,747,964.47",  0d 00:21:15.05,531.2375,"2,004.02","1,499.8093",3.9181,1,29.85,0.0
896,11,"5,747,969.47",  0d 00:21:20.05,533.3207,"2,012.19","1,499.8093",3.9189,1,29.97,0.0
896,11,"5,747,974.47",  0d 00:21:25.05,535.4040,"2,020.35","1,499.9619",3.9200,1,30.02,0.0
896,11,"5,747,979.47",  0d 00:21:30.05,537.4872,"2,028.52","1,499.8856",3.9203,1,29.92,0.0
896,11,"5,747,984.47",  0d 00:21:35.05,539.5705,"2,036.69","1,499.9619",3.9213,1,29.85,0.0
896,11,"5,747,989.47",  0d 00:21:40.05,541.6537,"2,044.86","1,499.8856",3.9220,1,29.97,0.0
896,11,"5,747,994.47",  0d 00:21:45.05,543.7369,"2,053.03","1,499.8856",3.9229,1,30.04,0.0
896,11,"5,747,999.47",  0d 00:21:50.05,545.8202,"2,061.20","1,500.0381",3.9239,1,29.97,0.0
896,11,"5,748,004.47",  0d 00:21:55.05,547.9034,"2,069.38","1,499.7330",3.9247,1,29.85,0.0
896,11,"5,748,009.47",  0d 00:22:00.05,549.9867,"2,077.55","1,500.0381",3.9252,1,29.92,0.0
896,11,"5,748,014.47",  0d 00:22:05.05,552.0699,"2,085.73","1,499.8093",3.9261,1,30.02,0.0
896,11,"5,748,019.47",  0d 00:22:10.05,554.1531,"2,093.91","1,499.6567",3.9270,1,30.02,0.0
896,11,"5,748,024.47",  0d 00:22:15.05,556.2364,"2,102.09","1,499.7330",3.9274,1,29.89,0.0
896,11,"5,748,029.47",  0d 00:22:20.05,558.3196,"2,110.27","1,500.0381",3.9287,1,29.89,0.0
896,11,"5,748,034.47",  0d 00:22:25.05,560.4029,"2,118.46","1,499.8856",3.9293,1,30.00,0.0
896,11,"5,748,039.47",  0d 00:22:30.05,562.4861,"2,126.65","1,500.0381",3.9302,1,30.05,0.0
896,11,"5,748,044.47",  0d 00:22:35.05,564.5693,"2,134.83","1,499.8093",3.9308,1,29.95,0.0
896,11,"5,748,049.47",  0d 00:22:40.05,566.6526,"2,143.02","1,499.9619",3.9317,1,29.89,0.0
896,11,"5,748,054.47",  0d 00:22:45.05,568.7358,"2,151.22","1,500.0381",3.9328,1,29.99,0.0
896,11,"5,748,059.47",  0d 00:22:50.05,570.8191,"2,159.41","1,499.9619",3.9334,1,30.05,0.0
896,11,"5,748,064.47",  0d 00:22:55.05,572.9023,"2,167.61","1,499.8856",3.9342,1,29.99,0.0
896,11,"5,748,069.47",  0d 00:23:00.05,574.9855,"2,175.80","1,500.0381",3.9352,1,29.90,0.0
896,11,"5,748,074.47",  0d 00:23:05.05,577.0688,"2,184.00","1,499.6567",3.9358,1,29.97,0.0
896,11,"5,748,079.47",  0d 00:23:10.05,579.1520,"2,192.20","1,499.8093",3.9368,1,30.05,0.0
896,11,"5,748,084.47",  0d 00:23:15.05,581.2353,"2,200.40","1,499.8093",3.9375,1,30.05,0.0
896,11,"5,748,089.47",  0d 00:23:20.05,583.3185,"2,208.61","1,500.1144",3.9387,1,30.00,0.0
896,11,"5,748,094.47",  0d 00:23:25.05,585.4017,"2,216.81","1,500.0381",3.9393,1,30.04,0.0
896,11,"5,748,099.47",  0d 00:23:30.05,587.4850,"2,225.02","1,499.8093",3.9401,1,30.12,0.0
896,11,"5,748,104.47",  0d 00:23:35.05,589.5682,"2,233.23","1,499.9619",3.9409,1,30.13,0.0
896,11,"5,748,109.47",  0d 00:23:40.05,591.6515,"2,241.44","1,499.9619",3.9418,1,30.05,0.0
896,11,"5,748,114.47",  0d 00:23:45.05,593.7347,"2,249.65","1,499.8856",3.9427,1,30.02,0.0
896,11,"5,748,119.47",  0d 00:23:50.05,595.8179,"2,257.87","1,500.0381",3.9435,1,30.10,0.0
896,11,"5,748,124.47",  0d 00:23:55.05,597.9012,"2,266.08","1,500.1144",3.9442,1,30.15,0.0
896,11,"5,748,129.47",  0d 00:24:00.05,599.9844,"2,274.30","1,499.7330",3.9450,1,30.08,0.0
896,11,"5,748,134.47",  0d 00:24:05.05,602.0677,"2,282.52","1,499.8856",3.9461,1,30.00,0.0
896,11,"5,748,139.47",  0d 00:24:10.05,604.1509,"2,290.74","1,500.0381",3.9471,1,30.08,0.0
896,11,"5,748,144.47",  0d 00:24:15.05,606.2341,"2,298.97","1,499.9619",3.9479,1,30.16,0.0
896,11,"5,748,149.47",  0d 00:24:20.05,608.3174,"2,307.19","1,499.8093",3.9487,1,30.15,0.0
896,11,"5,748,154.47",  0d 00:24:25.05,610.4006,"2,315.42","1,499.9619",3.9494,1,30.04,0.0
896,11,"5,748,159.47",  0d 00:24:30.05,612.4839,"2,323.65","1,499.8856",3.9505,1,30.05,0.0
896,11,"5,748,164.47",  0d 00:24:35.05,614.5671,"2,331.88","1,499.8856",3.9512,1,30.15,0.0
896,11,"5,748,169.47",  0d 00:24:40.05,616.6503,"2,340.11","1,500.0381",3.9520,1,30.18,0.0
896,11,"5,748,174.47",  0d 00:24:45.05,618.7336,"2,348.34","1,499.9619",3.9529,1,30.07,0.0
896,11,"5,748,179.47",  0d 00:24:50.05,620.8168,"2,356.58","1,500.0381",3.9538,1,30.04,0.0
896,11,"5,748,184.47",  0d 00:24:55.05,622.9001,"2,364.82","1,499.9619",3.9548,1,30.15,0.0
896,11,"5,748,189.47",  0d 00:25:00.05,624.9833,"2,373.06","1,500.0381",3.9555,1,30.20,0.0
896,11,"5,748,194.47",  0d 00:25:05.05,627.0665,"2,381.30","1,499.8856",3.9564,1,30.12,0.0
896,11,"5,748,199.47",  0d 00:25:10.05,629.1498,"2,389.54","1,499.8856",3.9572,1,30.04,0.0
896,11,"5,748,204.47",  0d 00:25:15.05,631.2330,"2,397.79","1,499.9619",3.9583,1,30.07,0.0
896,11,"5,748,209.47",  0d 00:25:20.05,633.3163,"2,406.03","1,499.8856",3.9593,1,30.15,0.0
896,11,"5,748,214.47",  0d 00:25:25.05,635.3995,"2,414.28","1,500.0381",3.9601,1,30.15,0.0
896,11,"5,748,219.47",  0d 00:25:30.05,637.4827,"2,422.53","1,499.9619",3.9610,1,30.05,0.0
896,11,"5,748,224.47",  0d 00:25:35.05,639.5660,"2,430.78","1,500.0381",3.9618,1,30.05,0.0
896,11,"5,748,229.47",  0d 00:25:40.05,641.6492,"2,439.04","1,499.8856",3.9628,1,30.15,0.0
896,11,"5,748,234.47",  0d 00:25:45.05,643.7325,"2,447.29","1,499.9619",3.9638,1,30.16,0.0
896,11,"5,748,239.47",  0d 00:25:50.05,645.8157,"2,455.55","1,499.8093",3.9645,1,30.07,0.0
896,11,"5,748,244.47",  0d 00:25:55.05,647.8989,"2,463.81","1,499.8856",3.9656,1,30.04,0.0
896,11,"5,748,249.47",  0d 00:26:00.05,649.9822,"2,472.08","1,499.9619",3.9665,1,30.12,0.0
896,11,"5,748,254.47",  0d 00:26:05.05,652.0654,"2,480.34","1,500.1144",3.9674,1,30.18,0.0
896,11,"5,748,259.47",  0d 00:26:10.05,654.1487,"2,488.61","1,499.8093",3.9680,1,30.10,0.0
896,11,"5,748,264.47",  0d 00:26:15.05,656.2319,"2,496.87","1,500.0381",3.9694,1,30.02,0.0
896,11,"5,748,269.47",  0d 00:26:20.05,658.3151,"2,505.14","1,500.0381",3.9702,1,30.07,0.0
896,11,"5,748,274.47",  0d 00:26:25.05,660.3984,"2,513.42","1,499.8856",3.9712,1,30.13,0.0
896,11,"5,748,279.47",  0d 00:26:30.05,662.4816,"2,521.69","1,499.9619",3.9720,1,30.12,0.0
896,11,"5,748,284.47",  0d 00:26:35.05,664.5649,"2,529.96","1,499.8093",3.9729,1,30.04,0.0
896,11,"5,748,289.47",  0d 00:26:40.05,666.6481,"2,538.24","1,499.8093",3.9740,1,30.04,0.0
896,11,"5,748,294.47",  0d 00:26:45.05,668.7313,"2,546.52","1,499.9619",3.9749,1,30.13,0.0
896,11,"5,748,299.47",  0d 00:26:50.05,670.8146,"2,554.80","1,499.8856",3.9760,1,30.13,0.0
896,11,"5,748,304.47",  0d 00:26:55.05,672.8978,"2,563.09","1,499.8856",3.9769,1,30.05,0.0
896,11,"5,748,309.47",  0d 00:27:00.05,674.9811,"2,571.37","1,499.9619",3.9780,1,30.02,0.0
896,11,"5,748,314.47",  0d 00:27:05.05,677.0643,"2,579.66","1,499.8093",3.9792,1,30.10,0.0
896,11,"5,748,319.47",  0d 00:27:10.05,679.1476,"2,587.95","1,499.7330",3.9799,1,30.13,0.0
896,11,"5,748,324.47",  0d 00:27:15.05,681.2308,"2,596.25","1,500.1144",3.9807,1,30.07,0.0
896,11,"5,748,329.47",  0d 00:27:20.05,683.3140,"2,604.54","1,499.9619",3.9819,1,29.99,0.0
896,11,"5,748,334.47",  0d 00:27:25.05,685.3973,"2,612.84","1,500.1907",3.9831,1,30.05,0.0
896,11,"5,748,339.47",  0d 00:27:30.05,687.4805,"2,621.14","1,499.8093",3.9841,1,30.12,0.0
896,11,"5,748,344.47",  0d 00:27:35.05,689.5638,"2,629.44","1,499.9619",3.9853,1,30.08,0.0
896,11,"5,748,349.47",  0d 00:27:40.05,691.6470,"2,637.74","1,499.9619",3.9863,1,29.99,0.0
896,11,"5,748,354.47",  0d 00:27:45.05,693.7302,"2,646.04","1,500.0381",3.9871,1,29.99,0.0
896,11,"5,748,359.47",  0d 00:27:50.05,695.8135,"2,654.35","1,499.8856",3.9885,1,30.08,0.0
896,11,"5,748,364.47",  0d 00:27:55.05,697.8967,"2,662.66","1,499.9619",3.9889,1,30.08,0.0
896,11,"5,748,369.47",  0d 00:28:00.05,699.9800,"2,670.97","1,499.8093",3.9903,1,29.99,0.0
896,11,"5,748,374.47",  0d 00:28:05.05,702.0632,"2,679.29","1,499.8856",3.9912,1,29.95,0.0
896,11,"5,748,379.47",  0d 00:28:10.05,704.1464,"2,687.60","1,499.8856",3.9924,1,30.05,0.0
896,11,"5,748,384.47",  0d 00:28:15.05,706.2297,"2,695.92","1,499.8093",3.9934,1,30.10,0.0
896,11,"5,748,389.47",  0d 00:28:20.05,708.3129,"2,704.24","1,499.8093",3.9946,1,30.02,0.0
896,11,"5,748,394.47",  0d 00:28:25.05,710.3962,"2,712.56","1,500.1144",3.9957,1,29.95,0.0
896,11,"5,748,399.47",  0d 00:28:30.05,712.4794,"2,720.89","1,500.0381",3.9966,1,30.05,0.0
896,11,"5,748,404.47",  0d 00:28:35.05,714.5626,"2,729.21","1,500.0381",3.9976,1,30.12,0.0
896,11,"5,748,409.47",  0d 00:28:40.05,716.6459,"2,737.54","1,499.8856",3.9987,1,30.07,0.0
896,11,"5,748,414.47",  0d 00:28:45.05,718.7291,"2,745.87","1,499.8856",3.9996,1,29.97,0.0
896,11,"5,748,419.47",  0d 00:28:50.05,720.8124,"2,754.21","1,499.8856",4.0008,1,30.00,0.0
896,11,"5,748,424.47",  0d 00:28:55.05,722.8956,"2,762.54","1,500.0381",4.0018,1,30.08,0.0
896,11,"5,748,429.47",  0d 00:29:00.05,724.9788,"2,770.88","1,500.1144",4.0030,1,30.12,0.0
896,11,"5,748,434.47",  0d 00:29:05.05,727.0621,"2,779.22","1,499.8856",4.0039,1,30.04,0.0
896,11,"5,748,439.47",  0d 00:29:10.05,729.1453,"2,787.56","1,500.0381",4.0051,1,30.00,0.0
896,11,"5,748,444.47",  0d 00:29:15.05,731.2286,"2,795.91","1,500.1144",4.0062,1,30.12,0.0
896,11,"5,748,449.47",  0d 00:29:20.05,733.3118,"2,804.26","1,500.0381",4.0069,1,30.15,0.0
896,11,"5,748,454.47",  0d 00:29:25.05,735.3950,"2,812.61","1,499.8856",4.0083,1,30.07,0.0
896,11,"5,748,459.47",  0d 00:29:30.05,737.4783,"2,820.96","1,500.0381",4.0094,1,29.99,0.0
896,11,"5,748,464.47",  0d 00:29:35.05,739.5615,"2,829.31","1,499.9619",4.0105,1,30.05,0.0
896,11,"5,748,469.47",  0d 00:29:40.05,741.6448,"2,837.67","1,499.8093",4.0117,1,30.15,0.0
896,11,"5,748,474.47",  0d 00:29:45.05,743.7280,"2,846.03","1,499.8093",4.0129,1,30.12,0.0
896,11,"5,748,479.47",  0d 00:29:50.05,745.8112,"2,854.39","1,499.8093",4.0141,1,30.02,0.0
896,11,"5,748,484.47",  0d 00:29:55.05,747.8945,"2,862.75","1,500.1144",4.0147,1,30.04,0.0
896,11,"5,748,489.47",  0d 00:30:00.05,749.9777,"2,871.11","1,499.8856",4.0161,1,30.13,0.0
896,11,"5,748,494.47",  0d 00:30:05.05,752.0610,"2,879.48","1,499.9619",4.0172,1,30.16,0.0
896,11,"5,748,499.47",  0d 00:30:10.05,754.1442,"2,887.85","1,500.0381",4.0182,1,30.05,0.0
896,11,"5,748,504.47",  0d 00:30:15.05,756.2274,"2,896.22","1,500.0381",4.0196,1,30.04,0.0
896,11,"5,748,509.47",  0d 00:30:20.05,758.3107,"2,904.60","1,499.8856",4.0207,1,30.13,0.0
896,11,"5,748,514.47",  0d 00:30:25.05,760.3939,"2,912.98","1,500.0381",4.0216,1,30.16,0.0
896,11,"5,748,519.47",  0d 00:30:30.05,762.4772,"2,921.35","1,499.8856",4.0230,1,30.10,0.0
896,11,"5,748,524.47",  0d 00:30:35.05,764.5604,"2,929.74","1,499.8856",4.0242,1,30.02,0.0
896,11,"5,748,529.47",  0d 00:30:40.05,766.6436,"2,938.12","1,499.8093",4.0249,1,30.08,0.0
896,11,"5,748,534.47",  0d 00:30:45.05,768.7269,"2,946.51","1,499.8856",4.0262,1,30.15,0.0
896,11,"5,748,539.47",  0d 00:30:50.05,770.8101,"2,954.90","1,499.8093",4.0272,1,30.12,0.0
896,11,"5,748,544.47",  0d 00:30:55.05,772.8934,"2,963.29","1,500.1144",4.0286,1,30.04,0.0
896,11,"5,748,549.47",  0d 00:31:00.05,774.9766,"2,971.68","1,500.1144",4.0297,1,30.07,0.0
896,11,"5,748,554.47",  0d 00:31:05.05,777.0598,"2,980.08","1,499.8856",4.0311,1,30.20,0.0
896,11,"5,748,559.47",  0d 00:31:10.05,779.1431,"2,988.48","1,499.9619",4.0320,1,30.20,0.0
